Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
79,88,93,80,65,67,91,80,82,6,1,0,7,9,yes,no,yes,app development,data science,yes,yes,medium,medium,data engineering,security,job,SAaS services,no,no,Poetry,Work,yes,gentle,Management,work,hard worker,yes,no,Systems Security Administrator
78,85,85,60,74,79,62,69,67,4,6,2,9,9,yes,yes,no,machine learning,game development,yes,yes,excellent,medium,programming,cloud computing,higherstudies,BPA,yes,yes,Guide,Work,yes,gentle,Management,work,hard worker,yes,no,Systems Security Administrator
71,81,77,74,92,85,60,68,69,7,3,1,6,7,no,no,no,shell programming,testing,yes,yes,poor,medium,IOT,system developer,higherstudies,Testing and Maintainance Services,yes,no,Comics,salary,no,stubborn,Management,salary,smart worker,yes,yes,Systems Security Administrator
60,81,77,84,64,73,60,68,93,4,9,5,8,7,yes,yes,no,app development,game development,yes,no,excellent,medium,cloud computing,Business process analyst,higherstudies,Product based,no,no,Autobiographies,salary,yes,stubborn,Technical,salary,hard worker,no,no,Systems Security Administrator
81,69,93,81,93,71,90,80,90,5,6,2,9,7,no,no,no,machine learning,game development,yes,no,excellent,poor,IOT,cloud computing,higherstudies,product development,no,yes,Romance,salary,yes,stubborn,Management,work,hard worker,yes,no,Systems Security Administrator
82,71,67,77,64,79,90,82,66,7,4,1,2,1,yes,no,yes,app development,testing,yes,yes,medium,excellent,Software Engineering,developer,job,Sales and Marketing,yes,no,Science fiction,Work,yes,stubborn,Technical,salary,smart worker,yes,no,Systems Security Administrator
70,71,93,68,71,63,71,72,61,8,1,5,6,2,no,no,yes,information security,hacking,no,yes,medium,medium,hacking,system developer,job,BPA,yes,yes,Math,salary,no,stubborn,Management,salary,smart worker,no,yes,Systems Security Administrator
87,68,93,75,91,89,86,92,65,11,6,0,8,2,yes,no,yes,full stack,data science,no,no,poor,medium,IOT,testing,higherstudies,SAaS services,yes,yes,Math,Work,yes,gentle,Technical,salary,smart worker,yes,yes,Systems Security Administrator
68,70,66,65,70,71,65,90,77,9,9,6,2,9,yes,yes,yes,machine learning,game development,yes,yes,medium,medium,parallel computing,testing,job,Testing and Maintainance Services,yes,no,Guide,salary,no,gentle,Management,salary,smart worker,yes,yes,Systems Security Administrator
94,89,88,74,70,89,83,73,63,10,4,6,6,7,yes,no,no,app development,system designing,no,no,excellent,medium,programming,testing,job,Product based,no,no,Prayer books,Work,no,stubborn,Technical,work,smart worker,no,yes,Systems Security Administrator
88,77,89,90,67,94,73,84,77,8,8,0,9,1,yes,yes,no,full stack,system designing,no,yes,medium,poor,data engineering,developer,job,Product based,yes,no,Health,Work,no,gentle,Management,salary,smart worker,yes,yes,Systems Security Administrator
69,68,91,80,72,75,79,84,90,7,4,6,8,3,yes,yes,no,shell programming,web technologies,yes,no,medium,medium,IOT,Business process analyst,higherstudies,Sales and Marketing,no,no,Science fiction,Work,no,gentle,Technical,work,hard worker,no,no,Systems Security Administrator
71,68,83,94,80,92,93,64,71,4,4,0,7,8,no,yes,no,distro making,database security,no,yes,medium,poor,cloud computing,testing,higherstudies,Testing and Maintainance Services,no,no,Prayer books,Work,no,stubborn,Management,work,hard worker,no,yes,Systems Security Administrator
89,60,66,63,60,76,64,87,83,12,6,5,8,5,no,no,yes,python,data science,no,yes,excellent,medium,parallel computing,Business process analyst,job,Cloud Services,no,yes,Cookbooks,salary,yes,gentle,Technical,work,hard worker,yes,no,Systems Security Administrator
76,72,71,64,87,81,71,88,75,9,5,6,2,4,yes,yes,no,r programming,hacking,no,no,poor,excellent,Computer Architecture,security,job,Testing and Maintainance Services,no,yes,Religion-Spirituality,Work,no,gentle,Management,work,hard worker,no,no,Systems Security Administrator
83,85,85,73,76,87,71,65,83,5,9,2,2,2,no,yes,no,r programming,database security,no,yes,medium,poor,Software Engineering,Business process analyst,higherstudies,product development,yes,yes,Prayer books,salary,no,gentle,Technical,salary,hard worker,yes,no,Systems Security Administrator
66,61,80,60,87,81,81,79,94,5,5,4,8,6,no,no,yes,information security,web technologies,no,yes,medium,poor,IOT,system developer,higherstudies,SAaS services,no,yes,Biographies,Work,yes,stubborn,Management,salary,hard worker,no,no,Systems Security Administrator
72,87,68,88,90,76,65,66,74,4,5,3,1,5,no,yes,yes,python,web technologies,yes,no,poor,excellent,networks,developer,higherstudies,Web Services,yes,yes,Fantasy,salary,no,gentle,Management,work,smart worker,no,no,Systems Security Administrator
89,65,69,67,82,85,70,91,68,10,6,0,5,9,no,no,no,full stack,game development,yes,yes,excellent,excellent,Computer Architecture,security,higherstudies,BPA,yes,yes,Poetry,salary,no,gentle,Technical,work,hard worker,no,yes,Systems Security Administrator
64,93,67,89,91,81,77,87,77,12,6,5,6,2,yes,yes,yes,r programming,data science,yes,no,excellent,poor,data engineering,developer,higherstudies,Finance,no,yes,Satire,Work,no,stubborn,Management,work,smart worker,no,yes,Systems Security Administrator
60,81,84,88,73,79,63,87,68,4,3,4,9,5,no,no,no,app development,system designing,no,no,medium,medium,Software Engineering,developer,job,Service Based,yes,no,Childrens,salary,no,stubborn,Technical,salary,hard worker,yes,yes,Systems Security Administrator
90,86,79,91,90,89,91,78,74,12,2,2,2,6,no,no,yes,python,database security,no,no,poor,medium,programming,cloud computing,job,Finance,no,yes,History,salary,no,gentle,Management,work,hard worker,no,no,Systems Security Administrator
92,67,64,85,82,73,74,68,71,12,6,5,1,2,no,yes,yes,full stack,web technologies,yes,no,medium,medium,Software Engineering,system developer,job,Testing and Maintainance Services,no,yes,Guide,Work,no,gentle,Technical,work,hard worker,no,yes,Systems Security Administrator
75,79,62,77,83,80,86,81,83,9,8,1,5,7,no,no,no,r programming,database security,yes,no,poor,medium,networks,developer,higherstudies,Testing and Maintainance Services,no,yes,Health,Work,no,gentle,Technical,work,hard worker,no,yes,Systems Security Administrator
71,68,69,82,94,75,83,71,72,7,4,2,8,7,yes,no,no,full stack,database security,yes,no,medium,poor,IOT,developer,higherstudies,Cloud Services,yes,yes,Health,Work,yes,gentle,Technical,work,smart worker,yes,yes,Systems Security Administrator
61,76,65,79,67,84,77,78,87,10,7,6,5,2,no,yes,no,information security,web technologies,no,yes,poor,poor,Software Engineering,system developer,higherstudies,Finance,no,yes,Dictionaries,salary,no,stubborn,Management,work,hard worker,no,no,Systems Security Administrator
84,75,74,62,70,91,85,89,93,5,3,1,7,5,yes,no,no,information security,hacking,no,no,poor,medium,Management,cloud computing,job,Cloud Services,no,no,History,Work,yes,stubborn,Management,salary,smart worker,yes,no,Systems Security Administrator
71,79,81,77,91,85,64,82,71,9,1,0,1,8,no,no,yes,app development,system designing,no,no,poor,poor,cloud computing,cloud computing,higherstudies,Service Based,yes,yes,Science,salary,yes,stubborn,Management,work,hard worker,yes,no,Systems Security Administrator
81,83,79,64,69,88,85,92,74,9,6,2,3,5,yes,yes,no,machine learning,data science,yes,no,medium,medium,data engineering,cloud computing,job,product development,yes,yes,Math,salary,yes,gentle,Management,work,smart worker,no,yes,Systems Security Administrator
85,88,60,69,66,67,75,62,92,5,6,0,3,7,yes,yes,no,app development,hacking,yes,yes,medium,excellent,IOT,system developer,higherstudies,BPA,yes,no,Self help,salary,yes,stubborn,Technical,salary,hard worker,yes,no,Systems Security Administrator
75,93,69,77,73,66,81,72,80,4,1,3,3,7,yes,no,no,shell programming,database security,no,no,excellent,excellent,hacking,security,job,Sales and Marketing,yes,no,Prayer books,salary,no,stubborn,Technical,salary,smart worker,yes,no,Systems Security Administrator
64,63,86,61,66,72,82,63,89,9,6,5,5,4,yes,no,yes,r programming,database security,yes,no,poor,excellent,networks,security,job,SAaS services,yes,no,Trilogy,Work,no,gentle,Management,work,hard worker,yes,yes,Systems Security Administrator
64,71,91,69,81,84,91,93,89,10,9,0,7,2,no,yes,no,full stack,cloud computing,yes,no,poor,excellent,data engineering,Business process analyst,job,BPA,no,yes,Horror,Work,yes,stubborn,Technical,work,smart worker,yes,yes,Systems Security Administrator
82,70,71,94,90,68,77,86,60,10,2,3,3,3,no,yes,yes,app development,web technologies,no,no,poor,poor,Management,developer,higherstudies,Service Based,no,yes,Series,salary,no,stubborn,Management,work,smart worker,yes,yes,Systems Security Administrator
87,63,74,75,61,60,91,66,90,7,4,0,1,8,yes,no,no,full stack,cloud computing,yes,yes,poor,medium,hacking,developer,job,Finance,yes,yes,Guide,salary,no,stubborn,Technical,work,hard worker,no,no,Systems Security Administrator
80,88,65,71,71,76,83,90,69,12,2,4,9,7,yes,no,no,distro making,data science,yes,no,excellent,poor,Management,system developer,higherstudies,product development,no,no,Autobiographies,salary,no,gentle,Technical,work,hard worker,no,no,Systems Security Administrator
63,86,64,80,71,62,66,93,87,6,4,4,8,4,yes,no,yes,hadoop,game development,yes,no,medium,excellent,Management,system developer,job,Sales and Marketing,no,yes,Health,salary,yes,stubborn,Technical,work,smart worker,yes,yes,Systems Security Administrator
92,85,88,91,71,67,86,89,65,6,3,0,2,2,no,no,yes,hadoop,cloud computing,no,yes,medium,medium,programming,cloud computing,higherstudies,SAaS services,yes,no,Childrens,Work,no,gentle,Management,work,smart worker,yes,yes,Systems Security Administrator
79,75,73,64,86,80,84,66,68,6,3,2,2,7,yes,yes,yes,information security,testing,yes,yes,excellent,poor,cloud computing,developer,higherstudies,Web Services,yes,no,Self help,salary,yes,gentle,Management,work,hard worker,yes,yes,Systems Security Administrator
76,84,86,87,80,92,72,64,85,5,9,2,9,1,no,no,no,information security,database security,yes,no,excellent,poor,Computer Architecture,developer,higherstudies,Sales and Marketing,yes,no,History,Work,no,stubborn,Management,work,smart worker,yes,no,Systems Security Administrator
85,62,62,94,92,86,64,77,85,8,5,1,7,3,no,yes,no,hadoop,cloud computing,no,yes,poor,excellent,Management,cloud computing,higherstudies,Service Based,no,yes,Romance,salary,no,stubborn,Management,work,hard worker,no,no,Systems Security Administrator
86,82,75,64,72,65,70,76,93,8,4,4,2,6,yes,no,yes,information security,cloud computing,no,yes,medium,excellent,networks,system developer,higherstudies,product development,yes,yes,Science fiction,Work,yes,gentle,Technical,salary,hard worker,no,yes,Systems Security Administrator
65,90,67,91,79,91,64,60,81,8,2,6,6,3,no,no,no,r programming,data science,yes,yes,poor,excellent,programming,developer,job,Service Based,yes,no,Satire,Work,yes,stubborn,Technical,work,hard worker,yes,no,Systems Security Administrator
63,83,67,94,60,78,79,65,75,5,3,6,1,2,yes,yes,no,python,cloud computing,no,yes,medium,excellent,networks,Business process analyst,higherstudies,product development,no,yes,Prayer books,Work,no,gentle,Technical,salary,smart worker,yes,no,Systems Security Administrator
64,93,80,90,72,74,89,93,89,5,4,1,4,7,no,yes,no,r programming,cloud computing,yes,no,medium,poor,Software Engineering,Business process analyst,higherstudies,Service Based,yes,yes,History,Work,yes,stubborn,Technical,salary,hard worker,yes,yes,Systems Security Administrator
77,62,76,76,83,80,60,94,85,9,9,2,6,2,yes,yes,yes,information security,cloud computing,yes,no,poor,excellent,hacking,system developer,job,Web Services,no,no,Anthology,Work,no,gentle,Technical,work,smart worker,no,yes,Systems Security Administrator
67,79,70,63,92,69,91,86,80,4,6,5,1,5,yes,yes,no,hadoop,testing,yes,no,poor,excellent,programming,testing,job,SAaS services,yes,yes,Biographies,salary,no,gentle,Management,work,hard worker,yes,no,Systems Security Administrator
79,64,69,64,76,66,77,72,63,5,8,0,6,8,no,yes,yes,app development,database security,yes,yes,medium,medium,hacking,testing,job,Service Based,no,no,Dictionaries,salary,no,gentle,Management,salary,hard worker,yes,yes,Systems Security Administrator
94,75,60,84,61,71,90,79,81,8,1,5,2,1,no,yes,yes,hadoop,web technologies,no,no,excellent,poor,Software Engineering,developer,higherstudies,Product based,no,no,Guide,salary,yes,stubborn,Management,work,hard worker,yes,no,Systems Security Administrator
87,92,80,73,90,60,75,67,89,12,5,1,5,9,no,yes,no,app development,cloud computing,no,yes,medium,medium,networks,system developer,higherstudies,Product based,yes,yes,Action and Adventure,salary,yes,stubborn,Management,salary,hard worker,yes,no,Systems Security Administrator
71,76,71,66,78,78,93,69,94,5,6,2,4,7,no,yes,yes,full stack,web technologies,no,no,excellent,poor,programming,security,job,product development,yes,yes,Drama,Work,yes,stubborn,Management,salary,hard worker,no,no,Systems Security Administrator
86,74,74,90,72,66,80,62,88,10,8,0,8,9,no,no,no,distro making,system designing,no,no,excellent,poor,parallel computing,system developer,higherstudies,BPA,yes,yes,Diaries,salary,yes,gentle,Technical,salary,smart worker,no,yes,Systems Security Administrator
73,66,93,91,82,72,62,82,93,9,1,3,8,7,yes,no,yes,r programming,system designing,yes,yes,medium,medium,networks,developer,higherstudies,Service Based,no,yes,Travel,Work,no,gentle,Technical,salary,smart worker,no,no,Systems Security Administrator
72,90,77,84,84,65,83,91,73,8,9,5,8,2,yes,yes,yes,app development,cloud computing,no,no,poor,poor,cloud computing,cloud computing,higherstudies,Service Based,no,yes,Childrens,Work,yes,gentle,Technical,work,hard worker,no,no,Systems Security Administrator
87,74,70,75,80,72,74,89,93,5,6,2,9,5,yes,yes,yes,shell programming,web technologies,no,yes,medium,excellent,Software Engineering,Business process analyst,job,Web Services,no,no,Dictionaries,salary,no,gentle,Management,salary,smart worker,yes,no,Systems Security Administrator
61,91,64,68,71,76,79,81,82,7,7,3,6,8,no,yes,no,information security,testing,no,yes,poor,medium,parallel computing,testing,higherstudies,Cloud Services,yes,no,Biographies,Work,yes,stubborn,Management,salary,hard worker,yes,yes,Systems Security Administrator
80,82,64,62,72,69,74,91,69,12,1,4,4,2,no,yes,yes,app development,testing,no,no,medium,medium,parallel computing,cloud computing,higherstudies,Service Based,no,yes,Dictionaries,salary,yes,stubborn,Management,salary,smart worker,no,yes,Systems Security Administrator
84,74,92,94,84,86,82,71,88,10,8,0,8,5,no,yes,yes,r programming,data science,no,no,poor,poor,data engineering,cloud computing,higherstudies,Finance,yes,no,Biographies,salary,no,stubborn,Management,work,smart worker,yes,no,Systems Security Administrator
85,72,88,82,94,77,75,78,91,10,4,5,1,4,no,no,yes,python,testing,yes,yes,excellent,poor,data engineering,Business process analyst,higherstudies,BPA,no,no,Journals,Work,yes,gentle,Management,work,hard worker,yes,no,Systems Security Administrator
68,89,72,75,90,94,72,73,85,9,7,4,4,2,no,no,no,hadoop,database security,yes,no,medium,poor,programming,system developer,job,Product based,yes,no,Poetry,salary,yes,stubborn,Technical,work,smart worker,no,yes,Systems Security Administrator
94,77,91,66,78,67,86,66,92,5,5,3,2,7,no,yes,no,full stack,system designing,no,yes,poor,medium,IOT,security,higherstudies,Cloud Services,yes,no,Action and Adventure,salary,yes,stubborn,Management,work,smart worker,no,yes,Systems Security Administrator
70,90,85,77,74,71,63,69,71,10,7,5,9,6,no,no,no,machine learning,data science,yes,no,poor,poor,Computer Architecture,cloud computing,higherstudies,BPA,yes,no,Series,Work,no,stubborn,Management,salary,smart worker,no,yes,Systems Security Administrator
73,84,62,63,63,89,90,67,68,12,6,0,7,4,no,yes,yes,information security,web technologies,yes,no,medium,excellent,hacking,testing,higherstudies,Cloud Services,yes,no,Comics,salary,yes,stubborn,Management,salary,hard worker,no,yes,Systems Security Administrator
64,72,77,69,81,78,79,73,91,11,8,2,3,1,yes,yes,yes,hadoop,data science,no,yes,medium,excellent,data engineering,cloud computing,higherstudies,Sales and Marketing,yes,yes,Biographies,salary,yes,gentle,Technical,salary,smart worker,no,no,Systems Security Administrator
79,65,89,76,87,86,61,87,93,4,4,2,2,1,no,yes,no,r programming,game development,yes,yes,medium,medium,programming,Business process analyst,job,SAaS services,no,yes,Art,Work,yes,gentle,Technical,salary,hard worker,no,yes,Systems Security Administrator
87,62,61,86,77,82,64,62,86,8,8,3,5,8,no,no,yes,information security,game development,yes,yes,medium,poor,hacking,system developer,higherstudies,Web Services,yes,no,Art,salary,yes,gentle,Technical,work,hard worker,no,no,Systems Security Administrator
83,73,70,83,86,64,72,87,69,7,4,4,1,6,yes,yes,yes,app development,game development,no,yes,excellent,medium,Management,cloud computing,higherstudies,Cloud Services,yes,no,Mystery,Work,yes,stubborn,Technical,work,smart worker,no,no,Systems Security Administrator
88,85,65,74,62,73,65,90,61,11,2,1,9,2,yes,yes,yes,hadoop,hacking,no,no,medium,medium,Software Engineering,testing,higherstudies,Web Services,yes,no,Biographies,Work,yes,gentle,Management,work,smart worker,no,no,Systems Security Administrator
86,92,60,84,79,80,74,82,65,7,9,4,4,8,yes,no,no,information security,game development,no,yes,medium,excellent,Software Engineering,developer,higherstudies,product development,yes,no,Guide,salary,no,gentle,Technical,work,hard worker,no,yes,Systems Security Administrator
61,71,75,86,61,80,67,92,66,9,5,4,5,6,yes,yes,yes,full stack,database security,no,yes,poor,poor,networks,developer,job,Service Based,no,no,Autobiographies,salary,yes,gentle,Technical,salary,smart worker,yes,no,Systems Security Administrator
66,67,77,81,91,86,68,88,90,12,1,2,6,8,no,yes,no,app development,hacking,yes,no,poor,excellent,Software Engineering,system developer,job,Product based,yes,yes,Childrens,salary,no,gentle,Management,work,smart worker,yes,no,Systems Security Administrator
92,80,94,91,88,81,71,66,63,5,5,1,9,7,no,no,yes,app development,system designing,no,no,excellent,medium,networks,testing,higherstudies,SAaS services,no,no,Self help,Work,no,gentle,Management,work,hard worker,yes,yes,Systems Security Administrator
79,81,74,73,94,93,71,72,83,10,9,0,2,6,yes,no,yes,hadoop,database security,yes,yes,medium,excellent,networks,security,job,Sales and Marketing,yes,yes,Health,salary,yes,gentle,Management,salary,smart worker,no,no,Systems Security Administrator
90,73,77,91,87,73,90,66,62,9,8,4,1,6,yes,yes,yes,r programming,system designing,yes,no,excellent,medium,hacking,Business process analyst,job,Finance,yes,yes,Dictionaries,Work,yes,stubborn,Management,salary,hard worker,yes,yes,Systems Security Administrator
64,69,70,84,84,81,80,88,62,5,3,0,4,8,no,yes,yes,information security,testing,yes,yes,medium,excellent,parallel computing,developer,higherstudies,Sales and Marketing,yes,yes,Self help,Work,no,stubborn,Technical,salary,smart worker,no,no,Systems Security Administrator
61,85,79,93,93,77,89,87,83,10,7,1,3,9,yes,yes,no,hadoop,system designing,no,yes,excellent,excellent,hacking,testing,job,Sales and Marketing,no,yes,Biographies,Work,yes,gentle,Technical,salary,smart worker,no,no,Systems Security Administrator
71,86,86,75,72,68,80,74,76,8,3,0,1,6,yes,yes,yes,app development,system designing,no,no,medium,poor,IOT,cloud computing,job,product development,yes,yes,Journals,salary,no,stubborn,Technical,salary,smart worker,no,yes,Systems Security Administrator
88,71,73,89,65,94,66,63,66,6,7,1,9,7,no,no,yes,r programming,data science,no,no,medium,poor,programming,developer,higherstudies,Finance,yes,yes,Satire,Work,no,stubborn,Technical,work,smart worker,no,no,Systems Security Administrator
84,90,91,79,85,78,88,64,80,11,4,4,8,4,no,no,no,full stack,game development,yes,no,excellent,poor,cloud computing,developer,higherstudies,Web Services,yes,yes,Encyclopedias,Work,no,gentle,Management,salary,hard worker,no,yes,Systems Security Administrator
90,93,90,86,81,77,61,85,73,4,4,0,3,3,no,no,yes,app development,testing,no,no,medium,medium,data engineering,security,job,product development,no,no,Romance,Work,no,stubborn,Technical,work,hard worker,yes,no,Systems Security Administrator
64,87,65,79,73,93,66,64,63,6,8,4,6,7,yes,no,yes,python,testing,no,yes,excellent,excellent,Software Engineering,testing,higherstudies,product development,yes,yes,Satire,salary,yes,stubborn,Management,salary,hard worker,yes,yes,Systems Security Administrator
69,79,85,72,73,90,76,83,86,7,9,5,6,2,no,no,no,python,data science,yes,yes,poor,poor,Computer Architecture,Business process analyst,higherstudies,Testing and Maintainance Services,yes,yes,Biographies,salary,yes,stubborn,Technical,salary,hard worker,no,yes,Systems Security Administrator
77,89,83,74,65,77,82,77,90,11,7,5,4,8,yes,yes,no,distro making,system designing,yes,no,medium,poor,parallel computing,security,job,Product based,yes,no,Diaries,Work,yes,stubborn,Management,salary,hard worker,no,no,Systems Security Administrator
89,69,93,94,87,70,87,79,81,7,4,5,6,7,yes,yes,no,information security,game development,yes,yes,excellent,medium,Software Engineering,Business process analyst,job,Testing and Maintainance Services,yes,no,Trilogy,salary,no,gentle,Management,work,smart worker,no,yes,Systems Security Administrator
86,63,71,71,72,65,61,78,62,8,2,3,2,5,no,no,no,hadoop,hacking,no,no,medium,excellent,programming,system developer,higherstudies,Sales and Marketing,no,yes,Health,salary,yes,stubborn,Technical,work,hard worker,no,yes,Systems Security Administrator
62,75,61,87,70,82,81,76,91,11,4,4,8,6,yes,no,yes,machine learning,hacking,yes,no,poor,poor,networks,cloud computing,job,Service Based,yes,no,Fantasy,Work,no,gentle,Technical,work,hard worker,no,no,Systems Security Administrator
70,85,91,79,68,64,72,76,86,12,5,5,1,4,yes,no,no,app development,hacking,no,yes,excellent,excellent,Software Engineering,security,job,Product based,yes,no,Series,salary,no,stubborn,Management,work,hard worker,no,no,Systems Security Administrator
64,78,92,94,79,68,76,79,76,9,5,3,7,8,yes,no,no,full stack,system designing,no,no,medium,medium,IOT,cloud computing,job,Testing and Maintainance Services,yes,no,Math,Work,yes,gentle,Technical,work,hard worker,no,no,Systems Security Administrator
86,64,70,65,90,78,63,87,92,8,3,3,4,1,yes,yes,yes,machine learning,game development,yes,no,medium,medium,programming,developer,higherstudies,SAaS services,yes,no,Mystery,salary,no,gentle,Management,work,smart worker,no,yes,Systems Security Administrator
73,68,76,63,74,75,77,75,94,4,2,5,7,4,yes,no,no,information security,web technologies,no,no,poor,excellent,parallel computing,Business process analyst,higherstudies,Service Based,yes,no,Encyclopedias,Work,yes,gentle,Management,work,hard worker,no,yes,Systems Security Administrator
68,61,89,92,83,66,66,85,78,5,8,4,3,5,no,no,no,full stack,hacking,no,no,medium,poor,cloud computing,system developer,job,SAaS services,yes,no,Travel,salary,no,stubborn,Technical,salary,hard worker,yes,yes,Systems Security Administrator
74,79,61,90,79,75,60,68,64,4,8,0,2,2,no,yes,no,app development,database security,no,no,medium,excellent,hacking,testing,job,Cloud Services,no,yes,Satire,Work,no,gentle,Technical,salary,smart worker,no,no,Systems Security Administrator
84,90,72,76,65,91,83,94,81,6,3,1,3,7,no,no,yes,shell programming,hacking,no,yes,excellent,excellent,programming,developer,job,BPA,yes,yes,Poetry,salary,no,stubborn,Management,salary,hard worker,yes,no,Systems Security Administrator
89,72,71,87,63,88,75,80,72,8,2,1,7,1,yes,no,yes,python,data science,no,no,medium,poor,data engineering,security,higherstudies,SAaS services,no,yes,Art,salary,yes,stubborn,Management,work,smart worker,yes,yes,Systems Security Administrator
79,73,68,80,93,67,70,62,76,7,3,0,6,7,no,no,no,distro making,database security,no,no,excellent,medium,Management,security,job,Product based,no,yes,Self help,Work,yes,stubborn,Technical,work,smart worker,yes,yes,Systems Security Administrator
74,69,88,68,65,81,64,66,92,4,7,2,8,9,yes,yes,yes,full stack,testing,no,yes,excellent,excellent,data engineering,developer,job,product development,yes,no,Poetry,salary,no,gentle,Management,work,smart worker,yes,no,Systems Security Administrator
61,85,82,77,63,70,90,76,72,8,1,1,9,1,no,yes,yes,app development,cloud computing,no,no,excellent,poor,Software Engineering,developer,job,SAaS services,no,no,Fantasy,Work,yes,stubborn,Technical,work,smart worker,yes,yes,Systems Security Administrator
77,67,62,84,93,73,93,91,62,9,7,2,5,9,yes,no,yes,full stack,hacking,yes,no,poor,poor,networks,testing,higherstudies,Service Based,yes,no,Science fiction,salary,yes,stubborn,Management,salary,smart worker,no,no,Systems Security Administrator
72,72,62,76,68,80,91,62,60,7,4,3,2,1,no,no,no,app development,database security,yes,no,excellent,poor,cloud computing,security,higherstudies,Sales and Marketing,no,yes,Math,salary,yes,gentle,Technical,salary,hard worker,no,no,Systems Security Administrator
78,88,93,92,85,81,89,71,93,7,5,4,2,7,yes,no,no,r programming,testing,yes,yes,medium,medium,networks,security,job,Service Based,no,yes,Science fiction,salary,no,gentle,Management,salary,smart worker,yes,no,Systems Security Administrator
65,80,64,78,64,62,88,89,73,5,6,5,5,8,yes,yes,yes,hadoop,database security,no,no,poor,medium,networks,testing,higherstudies,Testing and Maintainance Services,yes,yes,Health,Work,no,gentle,Technical,salary,hard worker,yes,no,Systems Security Administrator
63,61,67,88,82,86,67,78,65,12,1,4,4,3,no,yes,no,app development,testing,no,no,excellent,excellent,Computer Architecture,Business process analyst,higherstudies,Sales and Marketing,yes,yes,Health,Work,no,stubborn,Technical,work,hard worker,no,yes,Systems Security Administrator
78,73,78,77,65,79,77,71,94,12,7,1,6,5,no,no,no,full stack,data science,no,no,excellent,excellent,networks,testing,higherstudies,Finance,yes,yes,Health,Work,no,stubborn,Management,work,smart worker,no,no,Systems Security Administrator
75,78,61,86,78,72,69,61,93,11,8,6,2,9,no,yes,no,shell programming,game development,yes,no,medium,medium,cloud computing,system developer,job,Product based,yes,yes,Health,Work,no,stubborn,Management,salary,smart worker,yes,no,Systems Security Administrator
90,60,78,63,78,84,76,63,82,5,1,1,2,5,yes,no,no,distro making,web technologies,no,yes,medium,excellent,cloud computing,testing,higherstudies,Cloud Services,no,no,Autobiographies,Work,no,gentle,Management,work,hard worker,yes,no,Systems Security Administrator
84,71,62,60,78,86,82,77,75,4,5,2,5,1,yes,no,no,shell programming,data science,yes,no,poor,medium,Computer Architecture,developer,higherstudies,Testing and Maintainance Services,no,no,Horror,salary,yes,stubborn,Management,salary,smart worker,yes,yes,Systems Security Administrator
72,74,93,86,64,71,68,71,71,4,2,1,7,8,no,yes,yes,app development,game development,yes,yes,poor,excellent,IOT,security,higherstudies,Sales and Marketing,no,no,Science,Work,no,stubborn,Technical,work,smart worker,yes,no,Systems Security Administrator
86,90,87,92,90,79,87,67,90,4,6,1,7,6,no,yes,yes,full stack,system designing,no,yes,excellent,poor,IOT,Business process analyst,higherstudies,product development,no,no,Poetry,Work,yes,gentle,Technical,salary,smart worker,no,yes,Systems Security Administrator
93,61,76,85,77,91,85,64,90,5,6,0,1,4,yes,yes,yes,python,cloud computing,yes,no,poor,excellent,data engineering,system developer,job,Cloud Services,no,yes,Science fiction,Work,no,gentle,Technical,salary,smart worker,yes,yes,Systems Security Administrator
86,72,82,60,69,78,81,67,65,8,5,6,2,9,yes,yes,no,python,data science,yes,yes,excellent,excellent,Software Engineering,Business process analyst,higherstudies,Finance,no,yes,Series,Work,yes,gentle,Technical,salary,hard worker,yes,no,Systems Security Administrator
90,92,88,70,63,80,88,86,87,11,4,0,6,3,no,no,yes,distro making,system designing,no,no,medium,poor,cloud computing,cloud computing,higherstudies,SAaS services,yes,yes,Art,Work,yes,gentle,Technical,salary,hard worker,yes,no,Systems Security Administrator
86,82,92,91,75,67,91,83,73,12,2,4,9,5,no,yes,no,hadoop,cloud computing,yes,no,excellent,excellent,Computer Architecture,testing,higherstudies,Service Based,yes,yes,Trilogy,Work,yes,gentle,Management,salary,smart worker,yes,yes,Systems Security Administrator
86,89,64,87,77,62,91,62,94,6,6,2,7,3,yes,yes,no,machine learning,hacking,yes,no,poor,medium,parallel computing,developer,higherstudies,Web Services,yes,yes,Journals,Work,no,gentle,Management,work,smart worker,yes,no,Systems Security Administrator
66,76,72,91,87,92,85,91,65,10,2,2,3,9,no,no,no,r programming,cloud computing,no,no,medium,medium,Software Engineering,developer,higherstudies,Finance,no,yes,Guide,salary,no,gentle,Technical,salary,smart worker,no,yes,Systems Security Administrator
